NAME	TITLE	SCORE	
IL20RA		7.8082237	
OPA3		7.805638	
ATP5ME		7.80501	
GPR132		7.8032055	
KLF5		7.802803	
SNAP47		7.7970805	
NAB2		7.7921968	
CGN		7.791661	
ZNF570		7.7885923	
RCCD1		7.7859344	
PVR		7.7850294	
ZNFX1		7.7848144	
SIVA1		7.7834806	
LCAT		7.7834673	
CASZ1		7.7820044	
ARL6IP6		7.7816873	
PSPC1		7.7803264	
PSMA2		7.779232	
LRFN3		7.775153	
NUDC		7.7745633	
CYB5R1		7.772478	
NFYB		7.7724743	
TLE3		7.7712317	
GTF2E2		7.7703958	
EXOSC2		7.766819	
E4F1		7.7664256	
SLC39A13		7.766279	
NAT9		7.766166	
TMPRSS9		7.762977	
LRRC75B		7.762821	
L3MBTL4		7.7618437	
NDUFB9		7.7615905	
NDUFC1		7.7612824	
COX10		7.7594824	
USP42		7.7558804	
TCF4		7.7552366	
FAM111A		7.754924	
FOCAD		7.7472897	
SIRT5		7.74263	
SPATA2		7.7413588	
USP54		7.740288	
DMTF1		7.7388015	
MLKL		7.7376294	
ITFG1		7.736584	
DMAC2L		7.736464	
INTS4		7.7359643	
CIAPIN1		7.73479	
CPXM2		7.7342544	
YWHAB		7.7335644	
CREB3		7.733168	
ZNF830		7.7327576	
SCAI		7.732304	
DDX10		7.731315	
ZNF33B		7.7300005	
RPUSD1		7.7288103	
IPMK		7.7204943	
ATF1		7.718975	
DBR1		7.7182336	
ARL1		7.716256	
CCT8		7.716132	
KIF22		7.712582	
NUDT15		7.7093277	
GGCX		7.708504	
TSR1		7.70787	
ARMCX6		7.70388	
MC1R		7.7014804	
INTS8		7.701066	
DENND4A		7.700507	
EDEM3		7.700267	
HERC2		7.695837	
CC2D1A		7.6950927	
SAP30		7.6922603	
NIPA2		7.6920805	
RPTOR		7.6895986	
RARA		7.6870456	
TRPM4		7.683554	
TMEM263		7.681823	
NECTIN4		7.6813846	
HNRNPC		7.6784263	
BCL2L12		7.6772175	
DCST1		7.6769776	
GEMIN2		7.6627283	
CCDC159		7.6621675	
CKB		7.6613545	
VSNL1		7.6604095	
GNL2		7.6600614	
KATNIP		7.657763	
CAMSAP1		7.6545205	
TTYH1		7.6540184	
ZSCAN21		7.6503763	
SNHG20		7.648776	
PER2		7.647795	
COX7A2L		7.6469865	
TSEN54		7.645301	
DDX6		7.642548	
PHAX		7.640596	
XPO5		7.6366568	
COL21A1		7.633734	
TBPL1		7.633666	
RPS29		7.632448	
CENPJ		7.6225653	
AP4M1		7.6197515	
RBMX2		7.618078	
FZD10		7.6175747	
PDCL		7.615676	
OTULIN		7.615449	
TADA2B		7.613982	
ABCG1		7.6127234	
DLG1		7.606155	
VPS13A		7.6050544	
FANCL		7.6037664	
SLC25A11		7.603178	
RAB10		7.603117	
PEX5		7.601254	
ADGRB1		7.5997396	
CDK2AP2		7.5989213	
SGCD		7.5973196	
CPSF2		7.5959916	
SELENOW		7.595689	
XKR8		7.5940137	
USP13		7.5911694	
LYPD6B		7.5881743	
WBP1		7.587992	
SPRING1		7.587026	
ANKZF1		7.584368	
SNX6		7.5841665	
SLC25A5		7.5841165	
LOC93429		7.580345	
CLPB		7.580266	
DLGAP4		7.5799065	
TSC22D2		7.578589	
ALKBH8		7.5775485	
USP11		7.575301	
MAP3K12		7.575151	
XRCC6		7.57493	
MAP3K2		7.5732536	
MAPKAPK3		7.5724826	
SPAG16		7.570956	
SSBP4		7.5696793	
CWC27		7.568822	
INSYN1		7.5687747	
ARHGAP39		7.5672145	
AP3S1		7.5642443	
DMPK		7.5578313	
EIF4B		7.5562453	
ZBTB8A		7.5543942	
EMX2		7.553601	
COX7B		7.553308	
UTP3		7.5523295	
MAGED1		7.5499816	
FBRS		7.5497003	
RRP1		7.549098	
ZNF282		7.548531	
FOXK1		7.5447927	
UBE2Z		7.542787	
AUP1		7.542759	
FCHO2		7.5426307	
IMPACT		7.5423255	
ARL4D		7.5418167	
ROBO2		7.5415926	
ACBD6		7.5412874	
CNTROB		7.5399017	
EPC2		7.5380096	
FAM53B		7.5378575	
TIMM23		7.535734	
HNRNPUL2-BSCL2		7.530529	
ENTREP3		7.519963	
YPEL3		7.5191307	
RASSF7		7.518748	
PHLPP1		7.5185566	
CISD2		7.515559	
RAVER1		7.5112953	
SPCS1		7.503766	
TOP3A		7.497338	
METTL17		7.4965706	
POLR1A		7.494181	
GATC		7.492806	
RAB3B		7.4925265	
EIF6		7.4920664	
THADA		7.4887815	
TNPO2		7.4874754	
MSH2		7.48673	
SAE1		7.4867077	
UBQLN2		7.485501	
TMEM43		7.4771776	
PIP5K1A		7.476822	
LOC100418723		7.4720836	
RNF34		7.471999	
ZFTRAF1		7.468045	
CASK		7.467829	
KIN		7.4660845	
ABHD12		7.464739	
OSGEP		7.462849	
PPM1D		7.4614697	
NOP9		7.460575	
KCNS3		7.460357	
POLD3		7.457934	
TAF1C		7.4547834	
ARHGAP19		7.446831	
NCAPG2		7.445222	
ADD1		7.444632	
ZNF471		7.4419017	
TMEM170A		7.4418426	
NME6		7.4410696	
ARHGAP23		7.439731	
NUBPL		7.437542	
PPP1R12A		7.437456	
HSPA1A		7.434478	
SF1		7.4331574	
PLEKHH2		7.4324794	
PPP3CA		7.43145	
TIMM17B		7.430103	
DGCR8		7.4293265	
UBXN11		7.4293184	
NCOA6		7.428917	
CINP		7.427162	
FAM83A		7.4240527	
ABCF3		7.423415	
TM2D3		7.4223294	
PRR13		7.416768	
ULK2		7.413655	
TMCO6		7.412115	
LRWD1		7.407807	
LSM11		7.4011045	
PPT2		7.3959355	
URB2		7.394709	
LINC00174		7.393286	
EOLA1		7.3920836	
R3HDM4		7.3881974	
RNF19A		7.3859363	
GBP3		7.383845	
MTMR10		7.3818717	
C19orf53		7.381584	
C2orf92		7.3800898	
MRPL57		7.3788185	
SRRD		7.3788037	
SNX21		7.377522	
MARS2		7.3750386	
TMED2		7.3702054	
NR3C1		7.3679194	
NPR2		7.36749	
TMEM18		7.3666134	
GJB4		7.3665376	
LONRF2		7.3663197	
RALGAPA2		7.365771	
XCR1		7.364755	
IQCB1		7.358746	
MCAT		7.35681	
PPAN		7.3548336	
KBTBD4		7.3520184	
CCDC12		7.3511224	
ESYT2		7.349866	
GLG1		7.349283	
FAM107A		7.348687	
BACE2		7.3473053	
EPHA2		7.3460274	
RECQL		7.3439345	
CD1A		7.339733	
KRT78		7.3354383	
PHKA2		7.332865	
ARMCX2		7.329032	
SLC24A3		7.3276854	
DHX8		7.327569	
PABPN1		7.3261757	
RSF1		7.325978	
SEC23B		7.323861	
SLC41A1		7.322942	
FANCC		7.321782	
B4GALT2		7.319938	
POLD1		7.3191595	
DCUN1D5		7.317648	
PPIL4		7.317356	
POLR1HASP		7.314773	
PTAFR		7.3125343	
STAG1		7.3119154	
NAAA		7.30573	
ZMAT3		7.302965	
ZNF514		7.300458	
TSC22D1		7.2994056	
PRRT1		7.2986493	
U2AF1		7.296058	
CDC40		7.2951336	
NR1H2		7.294769	
SNX29		7.294737	
VPS8		7.289699	
AMOTL1		7.289329	
EFTUD2		7.282776	
TAF1		7.2815685	
MAN1A2		7.2809925	
PANK4		7.280935	
PUS7L		7.280059	
MPP7		7.2796926	
SNAPC2		7.2790427	
STRN4		7.2774444	
DDAH1		7.276015	
ATP5MJ		7.2756963	
ABHD6		7.2736583	
RPL27A		7.2715535	
PDK2		7.26909	
CNN3		7.2685456	
WDR47		7.267955	
LTBR		7.2674527	
PHRF1		7.267172	
USP6NL		7.2646036	
MAPKBP1		7.2622476	
ITGA3		7.2606263	
CARS2		7.25927	
ZNF142		7.2577395	
MROH6		7.2532406	
FBXL18		7.2531295	
CHID1		7.252596	
ABCE1		7.251193	
SNHG29		7.2502847	
ATRX		7.2456675	
HPS1		7.2452693	
FAM193B		7.2447286	
MCM9		7.2423315	
RPS12		7.2415023	
LIFR		7.240032	
CRNDE		7.238361	
FBH1		7.237888	
ACOT13		7.237641	
SSB		7.237423	
STX4		7.235953	
RNF38		7.233695	
HSD17B10		7.221563	
EOLA2		7.219179	
NOL11		7.217102	
MED31		7.215929	
ZNRF1		7.215249	
ASAP1		7.214777	
MOK		7.21452	
PCDH1		7.211805	
C4orf36		7.211541	
BTN3A2		7.2107186	
N4BP3		7.2103195	
NSUN5		7.209227	
GSTM3		7.2091565	
ITGB3BP		7.208366	
AP2B1		7.2059035	
SDHAP2		7.201942	
RPL11		7.201818	
ACKR4		7.191971	
TOM1		7.1904397	
ITPKB		7.186733	
STK4		7.185188	
SEPTIN1		7.184984	
GUF1		7.1789255	
PRUNE1		7.1743894	
CBFA2T2		7.1688566	
PHF21A		7.164773	
SAMD4B		7.1620803	
ATOSB		7.159725	
CDIN1		7.159018	
GAS8		7.1560183	
MATCAP1		7.1511564	
JPX		7.1470556	
SPHK1		7.142401	
TOMM40		7.1411	
ZNF776		7.140668	
JUN		7.140545	
MRGBP		7.1373005	
CMTR1		7.137268	
BTC		7.1345925	
YY1AP1		7.1283965	
RPS27		7.127237	
TIGAR		7.1271935	
STX7		7.1255765	
DCP1A		7.1251707	
COPS4		7.1248207	
NDUFB4		7.1246357	
GTPBP10		7.1233115	
ZNF441		7.122813	
SLC35A4		7.1204247	
DAZAP2		7.117956	
CDK8		7.117068	
REV1		7.1169004	
ZNF587B		7.116823	
MRPL40		7.115299	
MLLT11		7.1147833	
DTX3		7.114334	
ELMO2		7.1132708	
OSR2		7.113085	
ZKSCAN3		7.1090918	
UBP1		7.1086173	
TJAP1		7.1066184	
FAM13A		7.106415	
RNF114		7.104234	
GNAI1		7.102943	
USP8		7.102621	
SPATA20		7.102162	
HGSNAT		7.1008205	
CPLANE1		7.099062	
ZNF256		7.0973735	
ARPC3		7.097149	
SERGEF		7.0971355	
IER2		7.095514	
RAP2A		7.0943127	
KLHL26		7.0934734	
KIF2A		7.0912037	
ZNF891		7.0864873	
AGO4		7.083719	
NT5C2		7.083584	
JMJD4		7.0832844	
ACTR1B		7.0831413	
CPSF4		7.082238	
CDK5RAP3		7.081534	
TBL2		7.0779576	
PPP2R2D		7.073995	
ARL6		7.0729117	
DDX17		7.0709324	
SAFB2		7.070845	
KSR1		7.0705943	
ZBTB49		7.068264	
RNF167		7.0673213	
ANKRD13D		7.0609026	
DOCK9		7.0528708	
HS1BP3		7.0519404	
H1-0		7.050378	
DARS2		7.050065	
LOC102724428		7.0487065	
CNPY3		7.0482907	
ATP6V1B2		7.047408	
NOTCH1		7.0443015	
CEBPZ		7.044092	
TMEM150A		7.0440707	
PKD1P4		7.042369	
TMEM260		7.037108	
CHD8		7.0359454	
EFCAB7		7.0351634	
GPR37		7.034754	
RNF181		7.033865	
EVI5L		7.0334134	
RAET1E		7.0330596	
LITATS1		7.030758	
TASOR2		7.0305657	
TRAF3		7.0292172	
ZBTB11		7.027712	
SCAPER		7.02585	
ATAD2B		7.025565	
GADD45A		7.025561	
STOML2		7.023328	
CHERP		7.020625	
CBR3-AS1		7.0203676	
RPS27A		7.0196714	
UNC119		7.0195704	
MTMR12		7.0190997	
STXBP5		7.0180383	
ERAP1		7.014972	
AZI2		7.013645	
B2M		7.012029	
ZMYM4		7.012016	
ZFP36L1		7.0119495	
MYB		7.0103784	
UEVLD		7.007418	
DIABLO		6.9991126	
FANCI		6.996128	
TCAIM		6.992673	
PLEKHG3		6.988665	
AADAC		6.988426	
RNF20		6.9872904	
PIGU		6.985372	
METAP2		6.9833145	
ZC3H12C		6.983061	
BIRC3		6.98205	
COMMD6		6.979946	
ANKHD1		6.979585	
EXOC4		6.97953	
SCNM1		6.9786253	
HSF4		6.9766917	
PUSL1		6.975787	
PCDHGC3		6.971683	
BCAM		6.970153	
ZMYND8		6.9696245	
YAF2		6.969584	
RASSF10		6.9690433	
DSTYK		6.968576	
GPRASP3		6.966078	
ZNF618		6.9660106	
AP5M1		6.963654	
CHAF1B		6.96349	
SMURF2		6.9621544	
TPGS2		6.9613175	
B3GALNT1		6.960616	
RETREG3		6.9594064	
SLIRP		6.9572363	
FTSJ3		6.9560666	
SFN		6.952261	
ZC3H12A		6.9510717	
NET1		6.9474044	
GTF3C1		6.945581	
ABHD4		6.9452243	
CNN2		6.9452024	
EDC4		6.94259	
ZNF577		6.9399223	
CDK5RAP2		6.938743	
MTCL1		6.9370866	
NUDT16L1		6.9365625	
ISG20		6.935867	
MTMR9		6.935409	
SDR16C5		6.9334893	
MANSC1		6.933168	
HMGN1		6.9326615	
NXT2		6.9325724	
PRPF19		6.930944	
PPME1		6.9287486	
MAN1B1		6.924639	
PSMA1		6.9201665	
MED13L		6.918661	
ATXN2		6.9170794	
FOXRED2		6.916408	
RPL21		6.915703	
HAUS7		6.913954	
NOL10		6.913702	
CDC42BPG		6.9130034	
TP53BP2		6.9122653	
OSBPL9		6.911976	
SLC25A44		6.909081	
AVPI1		6.9077206	
ANK3		6.9061985	
POLE3		6.906179	
KIDINS220		6.9061456	
HSD17B1-AS1		6.9043503	
HYCC2		6.9029536	
COMTD1		6.902074	
TMEM147		6.901953	
NOP14		6.8971252	
TLE1		6.8882856	
TRIQK		6.887399	
RSBN1L		6.886884	
MORF4L2		6.886366	
UBE2J2		6.883915	
TMPRSS4		6.8832116	
AMMECR1L		6.87536	
RNF8		6.8747506	
WASF2		6.874244	
SETDB1		6.8737216	
CRY2		6.8689218	
YIPF2		6.8681498	
SYNGR1		6.8658957	
APEX2		6.8653607	
ERLIN2		6.8652782	
IRX4		6.865101	
NLK		6.8650904	
ANKRD50		6.8612714	
UGGT1		6.8608027	
FUNDC2		6.857886	
GNA15		6.857506	
NISCH		6.8568573	
RPL10		6.8560205	
PEF1		6.851315	
WDR19		6.8510027	
SH3RF1		6.850794	
FASTKD5		6.848612	
NRG2		6.846772	
FLVCR2		6.8437424	
AACS		6.841926	
LARGE1		6.841368	
ALG8		6.8379807	
ROBO1		6.835536	
KMT2C		6.8315864	
TMEM143		6.83037	
RNF44		6.8293443	
ACTR3B		6.826478	
POLE4		6.825344	
UBFD1		6.8240104	
CDCA7		6.8228874	
RABGGTA		6.820959	
DMD		6.820926	
WDR90		6.8208137	
ARID5B		6.818857	
ERCC2		6.8178883	
RNASEH2C		6.8163514	
IWS1		6.814841	
ACOT11		6.814046	
ZNF70		6.8135533	
DRAP1		6.811302	
PIGG		6.80935	
NHSL3		6.8079123	
VARS1		6.8049097	
DTNB		6.799599	
SMG1P1		6.798067	
TRIM52-AS1		6.797653	
RIPK2		6.796231	
ALG1		6.795251	
TUBB2A		6.7951236	
GPX2		6.7929997	
ATAD2		6.7910085	
STRBP		6.789341	
IL13RA1		6.7873354	
SNAPIN		6.787241	
SPATS2		6.786867	
RTEL1-TNFRSF6B		6.7866473	
TRIM33		6.7834673	
LINC01089		6.783293	
RNF220		6.7777114	
MARCHF8		6.7764797	
NDUFAF7		6.7761307	
MTA1		6.775385	
CRACR2B		6.775189	
KRT16		6.7722335	
SSR3		6.7704873	
PIM3		6.7672806	
HOMER1		6.766531	
ATG9A		6.7658095	
FBXO6		6.76396	
ELL		6.763211	
PER1		6.7618623	
IKBKB		6.7595367	
TRMT1L		6.759451	
ASNS		6.758708	
PARP1		6.758489	
VPS25		6.7566915	
RPL27AP6		6.756019	
ARHGEF7		6.749567	
AKAP17A		6.747668	
PAMR1		6.74631	
AKIRIN1		6.746189	
R3HCC1L		6.7453094	
RPS13		6.743778	
CLUAP1		6.7391214	
CNKSR3		6.738192	
CALN1		6.73771	
NAB1		6.736591	
ACAP2		6.73435	
LMTK2		6.732812	
FRRS1		6.7305565	
NCDN		6.728655	
ZBTB2		6.7281165	
SCAMP3		6.7268405	
EFNB2		6.7261386	
PSME3		6.7245026	
CARMIL1		6.72423	
MAPKAPK5		6.7233014	
DHX30		6.7211504	
TRIM29		6.7209496	
ANGPTL1		6.7203045	
DGUOK		6.7186594	
CSRNP2		6.718033	
SBF2		6.717173	
CSAD		6.7149835	
CPEB2		6.7127028	
MYO15B		6.7075806	
RNF185		6.7068605	
MRPL19		6.701869	
SAFB		6.7011294	
TASOR		6.69843	
NT5DC1		6.6970835	
VPS33B		6.6949267	
MXD4		6.6906395	
NOL6		6.690272	
TGFBRAP1		6.68623	
PELI2		6.686099	
ACTB		6.685483	
ASH1L		6.6854477	
RPS6KA4		6.6845703	
PROSER2		6.6838427	
BMP7		6.68288	
DZIP3		6.682557	
SLC26A2		6.6820526	
GOLGA6L9		6.68197	
ZMAT1		6.6812854	
RARG		6.6789274	
MIOS		6.6750693	
KRCC1		6.674309	
GCFC2		6.6708536	
VPS35L		6.6702037	
RDH13		6.669844	
WFDC5		6.6694603	
TFCP2L1		6.666138	
DCUN1D4		6.6659713	
LDHA		6.665535	
TYRO3		6.6652546	
PIGZ		6.662496	
NUDT21		6.66213	
GGPS1		6.6620483	
NKTR		6.658083	
HCAR2		6.6569033	
NAPB		6.656187	
RELB		6.6561213	
B3GNTL1		6.654239	
SIAE		6.6537833	
CBX7		6.6519194	
GPR155		6.649988	
SIGMAR1		6.6498356	
PBX3		6.648281	
NBL1		6.647631	
PRDM4		6.6469555	
MIER2		6.6451926	
KMT5A		6.6444206	
ATP1A1		6.644308	
STEEP1		6.640965	
RAMAC		6.6400437	
CCP110		6.6386633	
RNF24		6.635669	
PTPN12		6.6316586	
CREBZF		6.629704	
RNF122		6.629363	
SCYL2		6.6291285	
ALMS1		6.62602	
NFATC2		6.625135	
FLNB		6.6214037	
CIDECP1		6.6203136	
DHFR2		6.619075	
ZNF644		6.618781	
CDC42SE2		6.618669	
PTGR2		6.615921	
GARNL3		6.6136894	
TAF1B		6.609998	
MDC1		6.6079526	
HID1		6.6071987	
ESS2		6.604189	
DUSP18		6.603294	
RPS23		6.6027102	
ZNF598		6.6018615	
OSBPL10		6.6002707	
ANO10		6.5996685	
WDR37		6.5986495	
CNOT6		6.598027	
AARS2		6.5972056	
DDX27		6.5970783	
GCNT4		6.596159	
UNC119B		6.59471	
EXOSC7		6.5941277	
C1RL		6.5930357	
TXNRD3		6.5922365	
NDUFB6		6.592099	
TMEM42		6.591013	
PWWP2B		6.588577	
SPATA33		6.5879536	
PLXDC2		6.5869412	
IL1R1		6.586171	
SNRNP25		6.586144	
B3GALNT2		6.5855126	
GCC1		6.5850573	
DYRK4		6.584261	
MPI		6.5812893	
MBTD1		6.579331	
PGAM1		6.5792985	
HNRNPM		6.5775843	
ZSCAN9		6.5756874	
ID2		6.5722246	
NDUFS1		6.5712895	
PEA15		6.5704174	
CLASP1		6.570297	
RFC5		6.568135	
CRYBG3		6.5635176	
GALNT2		6.562534	
REPS1		6.5616145	
APAF1		6.55944	
ZNF250		6.557514	
AIF1L		6.556286	
JUNB		6.55527	
KDELR2		6.5547585	
SMARCE1		6.5539856	
SHKBP1		6.5534534	
PCNT		6.55257	
FRAT2		6.55038	
MRPS34		6.54903	
MRPS26		6.548961	
TPRN		6.544018	
RINL		6.5438433	
NHLRC1		6.5435038	
TULP3		6.5423007	
EIF2B1		6.5404363	
LRRFIP2		6.538327	
THOC7		6.538137	
XRN2		6.538047	
ALS2		6.5364165	
EXOC6B		6.53537	
GOLPH3L		6.534353	
PPP1R10		6.527493	
SEPTIN7		6.5196695	
DNMT3A		6.518746	
MINDY3		6.5175424	
PSIP1		6.517189	
ATG3		6.515829	
DYNC2LI1		6.5123634	
KIF1B		6.512045	
DHODH		6.5109134	
BCL7A		6.5103207	
KCTD2		6.507467	
LRRC57		6.504987	
KIF26B		6.5046563	
TBL1X		6.5022454	
CCDC97		6.501865	
TNPO3		6.500535	
THBS3		6.5003967	
SFXN3		6.4991856	
MARK4		6.4989343	
ARPIN		6.497886	
MIGA2		6.497762	
NFS1		6.495947	
PAPOLG		6.495855	
LGALS3		6.4953055	
DLX5		6.4939127	
CAMK1D		6.4937963	
FOXO1		6.4911404	
ATIC		6.491022	
ZNF845		6.4908857	
GRPEL1		6.487937	
SRPRA		6.4853244	
MB21D2		6.482964	
VPS18		6.482147	
PMPCB		6.4819126	
MIX23		6.4812365	
RHBDL2		6.479185	
RPL29		6.4783616	
PPP1R35		6.4771204	
RALGPS1		6.474731	
PEX7		6.4738474	
LST1		6.471545	
CEP95		6.471313	
PABPC1L		6.47067	
ZNF621		6.468865	
U2SURP		6.464924	
RITA1		6.4640326	
RAB32		6.4640317	
STAMBP		6.4638295	
BCL10		6.4638	
ARHGAP40		6.463306	
MTG2		6.4622602	
IKBKE		6.461814	
TRMT6		6.460565	
TRPV1		6.459413	
ARHGEF4		6.4579616	
ACTG1		6.456764	
PLSCR1		6.456427	
C22orf39		6.456327	
ARK2N		6.4558964	
ZBTB18		6.4557633	
EHD3		6.4508576	
CAPRIN1		6.448787	
NOTCH3		6.446547	
DDX20		6.446283	
RBM15B		6.445101	
NTMT1		6.4450893	
BOLA3		6.4448023	
SOX7		6.44386	
CHURC1		6.4432197	
PDLIM2		6.440198	
LYSMD1		6.440162	
AGL		6.4383345	
DUSP11		6.43787	
ID4		6.4375434	
UBA7		6.437197	
ZNF326		6.436971	
MYSM1		6.4360366	
TRIM56		6.4338694	
ITPA		6.4312787	
MKNK2		6.431217	
MRPL37		6.4311705	
TOP1		6.42778	
ZNF654		6.4252033	
ESCO1		6.424872	
NKIRAS1		6.4232445	
CETN3		6.4224977	
ADAM10		6.418588	
ENTPD4		6.4145584	
BMF		6.4105163	
BLTP2		6.410481	
IGFBP2		6.4104457	
SCEL		6.409935	
FBXO32		6.409711	
EIF2AK4		6.4065757	
PPIP5K1		6.406541	
SLC9A8		6.4060016	
LYRM1		6.403543	
TMEM70		6.4035096	
ZNF436		6.4003115	
FAM120B		6.399813	
NR3C2		6.395449	
TOMM7		6.394584	
WASF1		6.3917274	
SNX14		6.3888264	
ZNF552		6.3871894	
SYPL1		6.3851895	
ITM2C		6.38399	
LTA4H		6.38206	
ABTB1		6.3815265	
AK9		6.3808722	
ECT2		6.3807397	
STK16		6.376633	
SPRY2		6.3762503	
CCDC57		6.3757524	
ITPRIPL2		6.373633	
DOP1A		6.373621	
ISYNA1		6.370714	
CAMSAP3		6.3668337	
FBXO3		6.3654394	
MAFK		6.3645253	
GNAI3		6.36327	
FKTN		6.362194	
VPS72		6.3608494	
LY6G6C		6.3601484	
BCL7C		6.35869	
ATG16L1		6.3545365	
MTMR2		6.352707	
GPRC5D-AS1		6.352387	
TSTD2		6.3510823	
IRAK4		6.348007	
AAMP		6.346641	
PPM1F		6.346394	
DCUN1D2		6.3443794	
PPP3CB-AS1		6.3426237	
TRIM4		6.342541	
SLC35B4		6.3409433	
POMGNT1		6.339717	
TTC33		6.339456	
FOXQ1		6.338789	
PREB		6.338442	
PCF11		6.3351617	
ZNF750		6.3268204	
PIGA		6.3261204	
CXorf38		6.3236513	
PIK3C2B		6.322431	
CNST		6.3214197	
N4BP2L2		6.3170815	
PHF20L1		6.3166103	
PSTPIP2		6.314681	
AADACL2		6.313657	
ACAP3		6.3122725	
D2HGDH		6.3111267	
KDM1B		6.3096137	
ZFP3		6.308369	
HAS1		6.308222	
PTPN3		6.307373	
RSL24D1		6.30609	
SECTM1		6.305152	
NXPH4		6.305003	
STRN3		6.304508	
DNAJC17		6.299286	
UQCRH		6.2987986	
SPON2		6.297614	
ETV3		6.293864	
GSPT1		6.2931433	
HAGH		6.2913933	
PTPDC1		6.29076	
RRP12		6.2899017	
SLC52A2		6.2892404	
CACNB1		6.2883124	
CORO1C		6.2878547	
PID1		6.287574	
LSAMP		6.2870107	
BTG2		6.2862296	
ZNF146		6.2859526	
RAPGEF1		6.2859354	
EFNA1		6.285458	
EAPP		6.2813396	
LRRC2		6.2807407	
LDLRAD4		6.280726	
JMY		6.2800546	
RNF141		6.279814	
RELT		6.278771	
ADGRL2		6.277981	
ARSK		6.2765026	
TICAM1		6.275681	
ZNF140		6.2750587	
ADAL		6.2735124	
KLF11		6.2717376	
ZNF770		6.270075	
PTDSS1		6.2672215	
BEAN1		6.2666907	
GFOD1		6.2626944	
TMEM63A		6.2624288	
SERAC1		6.2623734	
MRPL20		6.2623057	
TIPARP		6.260936	
C6orf136		6.2596045	
CAPS		6.259514	
ENKD1		6.253449	
CEP162		6.2514644	
ZNF346		6.24989	
LYPD3		6.2495847	
ZNF836		6.2474203	
MFN1		6.24426	
MYO1G		6.243908	
WBP11		6.2438674	
ATP5PD		6.2434726	
TMCC3		6.242647	
CHD1		6.241335	
STMN1		6.238146	
ACVR1		6.2375593	
TNFAIP1		6.237448	
PAQR5		6.2373343	
MICOS13		6.236861	
PPP6R3		6.2368317	
RRM2B		6.2363772	
ALDH4A1		6.2360888	
CEP152		6.2344627	
MRPL47		6.230649	
SERPINH1		6.2289267	
HLA-A		6.2287626	
FKBP14		6.226977	
ING1		6.2261286	
MYO1D		6.2258263	
STK36		6.222898	
PATJ		6.2225037	
ZNF318		6.2225	
DBNL		6.220982	
PRDX4		6.2209263	
ZBTB21		6.2172613	
NOP16		6.2164226	
PLPP5		6.2141843	
EIF2B4		6.213758	
ST7L		6.2133484	
DEPTOR		6.2124705	
ZFP90		6.2109394	
HIC2		6.210781	
KIAA1671		6.209921	
GPKOW		6.2057967	
LRBA		6.204644	
OTULINL		6.1997657	
CWC25		6.1957226	
MINDY1		6.1948695	
MRPL21		6.1947737	
RAB5IF		6.1929893	
MTF2		6.192537	
TRIR		6.192133	
IRAK1		6.191079	
FAAP100		6.187984	
MAPRE3		6.18746	
MRPS35		6.187397	
APLN		6.1868973	
ARSA		6.1868386	
PHC1		6.1867647	
MZF1		6.181927	
RSU1		6.180904	
KRT17		6.1778183	
ZNF131		6.176762	
C2CD2		6.1751432	
MARCKSL1		6.173096	
NAPA		6.172222	
CAMK2G		6.17103	
ATF6B		6.1710286	
PSMB9		6.1659274	
RHBG		6.1657495	
SRRM2		6.165473	
TMEM231		6.1653724	
RBM7		6.1632996	
APBB1		6.1630497	
TRAC		6.1621575	
WASHC2A		6.162149	
ABCB7		6.161041	
UBE2L6		6.160932	
CCNA2		6.160357	
PHACTR4		6.1573377	
IFT25		6.1570153	
HNRNPA0		6.1569657	
SF3A1		6.155641	
CERS6		6.155015	
CFAP410		6.154462	
PLK4		6.1532106	
ANO8		6.152711	
HCFC2		6.152164	
PTTG1		6.151408	
PLEKHB2		6.1492534	
HRAS		6.148706	
ATPAF2		6.1477356	
COG1		6.1462116	
GTDC1		6.1439724	
RBX1		6.1420574	
RAB11B		6.1415234	
NAA50		6.1414104	
MAP3K14		6.1411624	
LRRK2		6.1408515	
SLC35D2		6.1401997	
TARBP2		6.139695	
DHX33		6.1394825	
CCDC28A		6.1373405	
VPS51		6.1356316	
ITPRIP		6.1355295	
MN1		6.1331525	
PIK3CB		6.128235	
OLFML2A		6.126276	
JAG2		6.126211	
ZNF410		6.12543	
GCN1		6.12493	
LNX2		6.122147	
MR1		6.120677	
GAS1		6.1203938	
C8orf33		6.1202455	
ARNT		6.1200876	
MIDN		6.118068	
CYB5RL		6.1176825	
NKD2		6.1176224	
ANAPC2		6.1173034	
NDUFA4L2		6.117037	
PHF1		6.112385	
UBASH3B		6.111863	
DYRK1A		6.1114907	
ABLIM2		6.1107235	
POU2F3		6.110374	
NOM1		6.105904	
HBB		6.1050167	
NUP214		6.1036706	
AK3		6.1029234	
IRF6		6.102371	
CABIN1		6.1011558	
LIMA1		6.0960584	
ZNF462		6.095672	
CREB1		6.095178	
VTA1		6.0933886	
RPL9		6.091947	
NDEL1		6.09078	
FOXO3		6.0906625	
MACROD1		6.0899677	
EIF2A		6.087361	
POLR3H		6.086278	
CAMKMT		6.08502	
MYH14		6.084855	
HCAR3		6.0842667	
CDC42EP4		6.0829067	
IL1RL2		6.0817747	
ATP6V1F		6.080845	
GCC2		6.080659	
EGFL8		6.079866	
ZNF524		6.0794973	
CPSF6		6.0786753	
SLC34A2		6.078572	
TMEM201		6.07835	
